                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    221,                0.35732,                0.33898,                0.34972,                0.89056,                0.92633,                0.88263,                0.95204,                0.92522,                0.92633,                0.88263,                0.95028,                 0.9344,                0.22064,                0.26363,                0.35065,                0.64541,               0.002773,               0.002773,               0.002773
                    222,                0.35366,                0.34571,                0.34486,                0.89126,                0.92573,                0.88187,                0.95202,                0.92512,                0.92573,                0.88187,                0.95031,                0.93406,                0.22052,                0.26359,                0.35098,                0.64542,                0.00274,                0.00274,                0.00274
                    223,                0.35469,                0.33471,                0.34679,                0.88989,                0.92584,                0.88194,                0.95199,                0.92512,                0.92584,                0.88194,                0.95029,                0.93401,                0.22054,                0.26388,                0.35143,                0.64547,               0.002707,               0.002707,               0.002707
                    224,                0.35532,                0.33614,                0.34839,                0.88857,                0.92584,                 0.8818,                0.95187,                0.92443,                0.92584,                 0.8818,                0.95017,                0.93389,                0.22053,                0.26379,                0.35182,                0.64547,               0.002674,               0.002674,               0.002674
                    225,                0.35152,                0.33853,                0.34566,                0.88866,                0.92539,                 0.8798,                0.95187,                0.92451,                0.92539,                 0.8798,                0.95018,                0.93406,                0.22048,                0.26389,                0.35228,                0.64546,               0.002641,               0.002641,               0.002641
                    226,                0.35367,                0.34441,                0.34411,                0.89119,                0.92317,                0.88141,                0.95202,                0.92443,                0.92317,                0.88141,                0.95032,                0.93371,                0.22046,                0.26391,                0.35287,                0.64547,               0.002608,               0.002608,               0.002608
                    227,                0.35192,                0.34293,                0.34414,                0.88825,                0.92524,                0.87926,                0.95187,                0.92533,                0.92524,                0.87926,                0.95017,                0.93408,                0.22041,                0.26411,                0.35322,                0.64546,               0.002575,               0.002575,               0.002575
                    228,                0.35619,                0.34086,                0.34551,                 0.8899,                0.91996,                0.88458,                0.95187,                0.92463,                0.91996,                0.88458,                0.95017,                0.93361,                0.22041,                0.26414,                0.35314,                0.64547,               0.002542,               0.002542,               0.002542
                    229,                0.35092,                 0.3301,                0.34184,                0.88613,                0.91957,                0.88352,                0.95198,                0.92529,                0.91957,                0.88352,                0.95026,                 0.9333,                0.22029,                0.26444,                0.35362,                0.64533,               0.002509,               0.002509,               0.002509
                    230,                0.35231,                0.34113,                0.34132,                0.88793,                0.91815,                0.88494,                0.95183,                0.92527,                0.91815,                0.88494,                0.95012,                 0.9331,                0.22018,                0.26445,                0.35376,                0.64526,               0.002476,               0.002476,               0.002476
                    231,                0.35015,                0.33493,                0.33531,                0.88816,                0.91741,                0.88494,                0.95154,                0.92499,                0.91741,                0.88494,                0.94983,                0.93329,                0.22008,                0.26443,                 0.3538,                0.64515,               0.002443,               0.002443,               0.002443
                    232,                0.35677,                0.33609,                0.34778,                0.88971,                0.91324,                 0.8908,                0.95149,                0.92509,                0.91324,                 0.8908,                0.94978,                0.93274,                0.22007,                0.26443,                0.35315,                0.64509,                0.00241,                0.00241,                0.00241
                    233,                0.35194,                0.33626,                0.33805,                0.88486,                0.91757,                 0.8847,                0.95151,                0.92496,                0.91757,                 0.8847,                0.94982,                0.93284,                0.21997,                0.26437,                0.35291,                  0.645,               0.002377,               0.002377,               0.002377
                    234,                0.34716,                0.34073,                0.34139,                0.88856,                0.91339,                0.89002,                 0.9518,                0.92536,                0.91339,                0.89002,                0.95012,                0.93313,                0.21974,                 0.2643,                0.35305,                0.64477,               0.002344,               0.002344,               0.002344
                    235,                0.35052,                0.33939,                0.33946,                0.88865,                0.91239,                0.89099,                0.95169,                0.92597,                0.91239,                0.89099,                0.95004,                0.93302,                0.21964,                0.26308,                0.35315,                0.64463,               0.002311,               0.002311,               0.002311
                    236,                0.35057,                0.32981,                0.33414,                0.88814,                0.91255,                 0.8902,                0.95179,                0.92568,                0.91255,                 0.8902,                0.95013,                0.93313,                0.21952,                0.26299,                0.35279,                 0.6446,               0.002278,               0.002278,               0.002278
                    237,                0.35394,                 0.3377,                0.33909,                0.89033,                0.91303,                0.89037,                0.95193,                0.92569,                0.91303,                0.89037,                0.95037,                0.93334,                0.21938,                0.26278,                0.35336,                0.64449,               0.002245,               0.002245,               0.002245
                    238,                0.35016,                0.33367,                0.33585,                0.88943,                 0.9135,                 0.8895,                0.95197,                 0.9258,                 0.9135,                 0.8895,                0.95041,                0.93331,                0.21918,                0.26279,                0.35403,                 0.6444,               0.002212,               0.002212,               0.002212
                    239,                0.35427,                0.33808,                0.33882,                0.89313,                0.91404,                0.88869,                0.95169,                0.92567,                0.91404,                0.88869,                0.95013,                0.93361,                0.21903,                0.26277,                0.35401,                0.64427,               0.002179,               0.002179,               0.002179
                    240,                0.34922,                0.32964,                0.32871,                0.88635,                0.89193,                0.91015,                0.95189,                0.92583,                0.91277,                0.88975,                0.95033,                0.93338,                0.21881,                0.26273,                0.35367,                0.64423,               0.002146,               0.002146,               0.002146
                    241,                0.35479,                0.33864,                0.33889,                0.89006,                0.90383,                0.90078,                0.95218,                0.92636,                0.90434,                0.90046,                0.95061,                0.93423,                0.21858,                0.26274,                0.35321,                0.64416,               0.002113,               0.002113,               0.002113
                    242,                0.34865,                0.33352,                0.33119,                0.88886,                0.90293,                0.90187,                0.95244,                 0.9267,                 0.9056,                0.90016,                0.95088,                0.93409,                0.21867,                0.26264,                 0.3525,                0.64415,                0.00208,                0.00208,                0.00208
                    243,                0.35255,                0.33781,                0.33659,                0.88812,                0.90289,                0.90413,                 0.9524,                0.92694,                0.90391,                 0.9033,                0.95084,                0.93458,                0.21854,                0.26315,                 0.3526,                0.64404,               0.002047,               0.002047,               0.002047
                    244,                0.34966,                0.33684,                0.32677,                0.88584,                0.90081,                 0.9046,                0.95228,                0.92655,                0.90319,                0.90361,                0.95073,                0.93466,                0.21856,                0.26313,                0.35227,                 0.6441,               0.002014,               0.002014,               0.002014
                    245,                0.34915,                 0.3316,                0.33054,                0.88797,                0.90102,                0.90519,                0.95238,                0.92714,                0.90295,                0.90225,                0.95085,                0.93464,                0.21847,                 0.2632,                0.35224,                0.64397,               0.001981,               0.001981,               0.001981
                    246,                0.35127,                0.33304,                0.33069,                0.88943,                0.90137,                0.90564,                0.95237,                0.92668,                 0.9024,                0.90401,                0.95085,                 0.9347,                0.21837,                0.26321,                0.35226,                0.64391,               0.001948,               0.001948,               0.001948
                    247,                0.34803,                 0.3359,                0.32358,                0.88908,                0.90107,                0.90636,                0.95259,                0.92711,                 0.9012,                0.90478,                0.95106,                0.93443,                0.21814,                0.26323,                0.35269,                0.64382,               0.001915,               0.001915,               0.001915
                    248,                0.34563,                0.33081,                0.32346,                0.88834,                0.90061,                0.90628,                 0.9524,                0.92657,                0.90111,                0.90416,                0.95089,                0.93432,                0.21796,                0.26326,                0.35273,                0.64374,               0.001882,               0.001882,               0.001882
                    249,                 0.3444,                0.32475,                 0.3238,                0.88641,                0.90102,                0.90521,                0.95225,                0.92675,                0.90149,                0.90359,                0.95075,                0.93414,                0.21774,                0.26337,                0.35213,                0.64365,               0.001849,               0.001849,               0.001849
                    250,                 0.3515,                0.34042,                0.32897,                0.88781,                0.90111,                0.90594,                0.95235,                0.92705,                0.90129,                0.90419,                0.95084,                0.93421,                0.21755,                0.26358,                0.35151,                0.64348,               0.001816,               0.001816,               0.001816
                    251,                0.34419,                0.32996,                0.32374,                0.88527,                0.89778,                0.90849,                0.95176,                0.92653,                0.89905,                0.90675,                0.95037,                0.93368,                0.21747,                0.26367,                0.35149,                0.64353,               0.001783,               0.001783,               0.001783
                    252,                0.34791,                0.33349,                0.32291,                0.88606,                0.89725,                0.90884,                0.95192,                0.92677,                 0.8988,                0.90703,                0.95052,                 0.9339,                0.21727,                0.26386,                0.35176,                0.64343,                0.00175,                0.00175,                0.00175
                    253,                0.34657,                0.33184,                0.31709,                0.88722,                0.89706,                0.90953,                0.95181,                0.92664,                0.89903,                0.90722,                0.95041,                0.93384,                0.21721,                 0.2639,                0.35191,                0.64341,               0.001717,               0.001717,               0.001717
                    254,                0.34864,                0.33957,                0.31886,                0.88721,                0.89673,                0.91031,                 0.9519,                0.92659,                0.89759,                0.90764,                0.95051,                 0.9344,                0.21709,                0.26396,                0.35239,                0.64328,               0.001684,               0.001684,               0.001684
                    255,                0.34767,                0.33962,                0.32881,                0.88722,                0.89777,                 0.9098,                0.95159,                0.92642,                0.89808,                0.90811,                0.95022,                0.93415,                0.21714,                0.26403,                0.35246,                0.64327,               0.001651,               0.001651,               0.001651
                    256,                0.34418,                 0.3321,                0.31657,                  0.886,                0.89652,                 0.9114,                0.95149,                0.92625,                0.89665,                 0.9095,                0.95012,                0.93391,                0.21701,                0.26349,                0.35271,                0.64321,               0.001618,               0.001618,               0.001618
                    257,                0.34202,                0.32292,                 0.3135,                0.88682,                0.89651,                0.91054,                0.95129,                0.92669,                 0.8968,                0.90847,                0.94993,                0.93367,                0.21694,                0.26357,                0.35306,                0.64312,               0.001585,               0.001585,               0.001585
                    258,                0.35086,                0.33304,                0.32312,                0.88734,                 0.8966,                0.91045,                0.95122,                0.92644,                0.89695,                0.90846,                0.94986,                0.93373,                0.21688,                0.26354,                0.35307,                0.64307,               0.001552,               0.001552,               0.001552
                    259,                0.33836,                0.32977,                0.30796,                0.88376,                0.89703,                0.91082,                0.95111,                0.92626,                0.90021,                0.90666,                0.94975,                0.93364,                 0.2167,                0.26341,                0.35304,                0.64298,               0.001519,               0.001519,               0.001519
                    260,                0.33999,                0.32295,                0.30938,                 0.8836,                0.89864,                 0.9104,                0.95111,                0.92573,                 0.9001,                0.90706,                0.94976,                0.93375,                0.21666,                0.26342,                0.35335,                0.64291,               0.001486,               0.001486,               0.001486
                    261,                0.34411,                0.33346,                0.31264,                0.88642,                0.90081,                0.90951,                0.95119,                0.92587,                0.90148,                0.90809,                0.94982,                0.93394,                0.21662,                0.26427,                0.35331,                0.64294,               0.001453,               0.001453,               0.001453
                    262,                0.34478,                0.32305,                0.31433,                 0.8867,                0.90077,                0.90958,                0.95129,                0.92566,                0.90041,                0.90871,                0.94992,                0.93395,                0.21663,                0.26423,                0.35348,                  0.643,                0.00142,                0.00142,                0.00142
                    263,                0.34639,                0.33688,                0.30891,                0.88738,                0.90053,                0.90934,                0.95124,                0.92561,                0.90076,                0.90839,                0.94987,                0.93385,                0.21663,                0.26428,                 0.3532,                0.64297,               0.001387,               0.001387,               0.001387
                    264,                0.34412,                0.32588,                0.30688,                0.88495,                0.89961,                0.90911,                0.95129,                0.92577,                0.89961,                0.90911,                 0.9507,                0.93405,                0.21658,                0.26428,                0.35299,                0.64297,               0.001354,               0.001354,               0.001354
                    265,                0.34056,                0.32991,                0.30656,                 0.8852,                0.89904,                0.90952,                0.95133,                0.92593,                0.89904,                0.90952,                0.95074,                0.93418,                0.21645,                0.26426,                0.35277,                0.64288,               0.001321,               0.001321,               0.001321
                    266,                0.34254,                0.32983,                0.31263,                0.88533,                0.89963,                0.90886,                0.95116,                0.92558,                0.89963,                0.90886,                0.95058,                0.93401,                0.21635,                0.26396,                0.35247,                 0.6428,               0.001288,               0.001288,               0.001288
                    267,                0.34117,                0.33426,                0.30571,                0.88511,                0.89999,                0.90917,                 0.9514,                0.92592,                0.89999,                0.90917,                0.95081,                0.93434,                0.21605,                0.26401,                0.35173,                 0.6426,               0.001255,               0.001255,               0.001255
                    268,                0.34275,                0.33245,                 0.3095,                0.88526,                0.90007,                0.90898,                0.95148,                0.92653,                0.90007,                0.90898,                0.95089,                0.93425,                0.21597,                0.26396,                0.35189,                0.64247,               0.001222,               0.001222,               0.001222
                    269,                 0.3389,                0.32577,                0.30284,                0.88391,                0.89969,                0.90891,                0.95147,                0.92622,                0.89969,                0.90891,                0.95089,                0.93436,                0.21601,                 0.2639,                0.35191,                0.64244,               0.001189,               0.001189,               0.001189
                    270,                0.33625,                0.32692,                0.30311,                0.88255,                0.89945,                0.90905,                0.95146,                0.92703,                0.89945,                0.90905,                0.95089,                 0.9344,                0.21598,                 0.2638,                0.35204,                0.64241,               0.001156,               0.001156,               0.001156
                    271,                0.34116,                0.32457,                0.30716,                0.88585,                0.89919,                0.90905,                0.95151,                0.92688,                0.89919,                0.90905,                0.95093,                0.93444,                0.21607,                0.26384,                0.35214,                0.64234,               0.001123,               0.001123,               0.001123
                    272,                0.33922,                0.32721,                0.30408,                0.88281,                0.90076,                0.90782,                0.95153,                0.92674,                0.90076,                0.90782,                0.95096,                0.93437,                0.21608,                 0.2639,                 0.3521,                0.64218,                0.00109,                0.00109,                0.00109
                    273,                  0.343,                0.33005,                  0.307,                0.88697,                0.91886,                0.89065,                0.95145,                0.92683,                0.91886,                0.89065,                0.95087,                0.93431,                0.21616,                0.26389,                0.35223,                 0.6421,               0.001057,               0.001057,               0.001057
                    274,                0.33771,                0.32889,                0.29928,                0.88331,                0.91833,                0.89098,                0.95152,                0.92707,                0.91833,                0.89098,                0.95094,                0.93448,                0.21611,                0.26402,                0.35257,                0.64206,               0.001024,               0.001024,               0.001024
                    275,                0.34046,                0.32965,                0.29867,                0.88605,                0.91797,                0.89127,                0.95161,                0.92706,                0.91797,                0.89127,                0.95103,                0.93462,                0.21617,                0.26399,                0.35234,                0.64207,               0.000991,               0.000991,               0.000991
                    276,                0.33678,                0.32762,                 0.3012,                0.88339,                0.91774,                0.89162,                0.95163,                0.92767,                0.91774,                0.89162,                0.95104,                0.93463,                0.21611,                0.26422,                0.35205,                0.64205,               0.000958,               0.000958,               0.000958
                    277,                0.33608,                0.32481,                0.29943,                 0.8845,                0.91758,                0.89209,                0.95171,                0.92752,                0.91758,                0.89209,                0.95112,                0.93468,                0.21618,                0.26411,                0.35195,                0.64196,               0.000925,               0.000925,               0.000925
                    278,                0.33905,                  0.326,                 0.2975,                0.88607,                0.91762,                0.89233,                 0.9517,                0.92776,                0.91762,                0.89233,                0.95111,                0.93462,                 0.2162,                0.26452,                0.35238,                0.64198,               0.000892,               0.000892,               0.000892
                    279,                0.33712,                0.32394,                0.29597,                0.88357,                0.91552,                0.89243,                0.95169,                0.92803,                0.91552,                0.89243,                0.95109,                0.93463,                0.21614,                0.26453,                0.35233,                0.64201,               0.000859,               0.000859,               0.000859
                    280,                0.33602,                0.32438,                0.29361,                0.88374,                0.91631,                0.89198,                0.95165,                0.92841,                0.91631,                0.89198,                0.95105,                0.93467,                0.21608,                0.26455,                0.35231,                0.64199,               0.000826,               0.000826,               0.000826
                    281,                0.33247,                0.32627,                0.29288,                0.88238,                0.91464,                0.89191,                0.95159,                0.92804,                0.91464,                0.89191,                0.95099,                0.93454,                0.21593,                0.26456,                0.35272,                0.64192,               0.000793,               0.000793,               0.000793
                    282,                0.33731,                0.32707,                0.29154,                0.88352,                0.91496,                0.89143,                0.95151,                0.92801,                0.91496,                0.89143,                0.95091,                0.93446,                0.21581,                0.26451,                0.35316,                0.64191,                0.00076,                0.00076,                0.00076
                    283,                0.33422,                0.32349,                0.29319,                0.88267,                0.91026,                0.89651,                0.95148,                0.92818,                0.91026,                0.89651,                0.95088,                0.93441,                0.21576,                0.26452,                 0.3533,                0.64185,               0.000727,               0.000727,               0.000727
                    284,                0.33484,                0.32516,                0.28971,                 0.8835,                0.91049,                0.89678,                0.95143,                0.92798,                0.91049,                0.89678,                0.95083,                0.93424,                0.21546,                0.26337,                0.35292,                0.64172,               0.000694,               0.000694,               0.000694
                    285,                0.33622,                0.32894,                0.29184,                0.88331,                0.91057,                0.89653,                0.95124,                0.92765,                0.91057,                0.89653,                0.95063,                0.93407,                0.21535,                0.26345,                 0.3532,                0.64166,               0.000661,               0.000661,               0.000661
                    286,                0.33695,                0.31927,                0.29333,                0.88385,                0.94481,                0.86556,                0.95099,                0.92745,                0.94481,                0.86556,                0.95039,                0.93368,                0.21528,                 0.2635,                0.35348,                0.64168,               0.000628,               0.000628,               0.000628
                    287,                0.33062,                0.31995,                0.28613,                0.88268,                0.91729,                0.88801,                0.95104,                0.92728,                0.91729,                0.88801,                0.95043,                 0.9338,                0.21517,                 0.2627,                0.35331,                0.64162,               0.000595,               0.000595,               0.000595
                    288,                0.33801,                0.32108,                0.29276,                0.88392,                 0.9179,                0.88875,                0.95084,                0.92722,                 0.9179,                0.88875,                0.95023,                0.93363,                0.21514,                 0.2627,                0.35325,                0.64159,               0.000562,               0.000562,               0.000562
                    289,                0.32992,                 0.3205,                0.28439,                0.88248,                0.94471,                 0.8657,                0.95075,                0.92656,                0.94471,                 0.8657,                0.95014,                0.93356,                0.21508,                0.26269,                0.35397,                0.64149,               0.000529,               0.000529,               0.000529
                    290,                0.33334,                0.31368,                0.28534,                0.88246,                 0.9435,                 0.8654,                0.95064,                0.92669,                0.94321,                0.86511,                0.94965,                0.93352,                0.21502,                0.26258,                0.35409,                 0.6414,               0.000496,               0.000496,               0.000496
                    291,                0.17953,                0.18956,                0.18083,                0.86345,                0.94415,                0.86505,                0.95019,                0.92652,                0.94386,                0.86476,                 0.9493,                0.93314,                0.21497,                0.26362,                0.35414,                0.64127,               0.000463,               0.000463,               0.000463
                    292,                0.16609,                0.18058,                0.14388,                0.85607,                0.91688,                0.88894,                0.94998,                0.92621,                 0.9166,                0.88865,                0.94907,                0.93288,                0.21485,                0.26259,                0.35426,                0.64119,                0.00043,                0.00043,                0.00043
                    293,                 0.1638,                0.17563,                0.14077,                0.85547,                0.91686,                0.88991,                0.94992,                0.92576,                0.91657,                0.88962,                0.94901,                0.93273,                0.21469,                 0.2625,                0.35477,                  0.641,               0.000397,               0.000397,               0.000397
                    294,                0.16314,                0.17485,                0.13847,                0.85426,                0.91684,                0.89061,                0.94984,                0.92567,                0.91655,                0.89032,                0.94895,                0.93265,                0.21441,                0.26245,                0.35458,                0.64097,               0.000364,               0.000364,               0.000364
                    295,                0.16059,                0.17714,                 0.1344,                0.85015,                0.91726,                0.89053,                0.95001,                0.92582,                0.91698,                0.89024,                0.94898,                0.93268,                0.21425,                0.26257,                0.35482,                0.64084,               0.000331,               0.000331,               0.000331
                    296,                  0.161,                0.17727,                0.13671,                 0.8499,                0.91679,                0.89012,                0.94991,                0.92626,                0.91651,                0.88983,                0.94889,                 0.9326,                0.21424,                0.26261,                0.35514,                 0.6408,               0.000298,               0.000298,               0.000298
                    297,                0.16135,                0.17616,                0.13832,                0.85193,                0.94699,                0.86542,                0.94991,                0.92584,                 0.9467,                0.86513,                0.94889,                0.93265,                0.21425,                0.26258,                0.35542,                0.64073,               0.000265,               0.000265,               0.000265
                    298,                 0.1611,                0.17612,                0.13318,                0.85298,                 0.9481,                0.86491,                0.94985,                0.92567,                 0.9478,                0.86462,                0.94885,                0.93257,                0.21431,                0.26269,                0.35552,                0.64076,               0.000232,               0.000232,               0.000232
                    299,                0.15741,                0.17746,                0.13119,                0.84822,                0.94833,                 0.8649,                 0.9499,                0.92558,                0.94804,                0.86461,                0.94889,                0.93261,                0.21442,                 0.2625,                0.35587,                0.64076,               0.000199,               0.000199,               0.000199
                    300,                0.15833,                0.17339,                0.13218,                0.85438,                0.94827,                0.86474,                0.94979,                0.92519,                0.94798,                0.86445,                0.94877,                0.93244,                0.21438,                0.26239,                0.35562,                0.64071,               0.000166,               0.000166,               0.000166
