                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    106,                0.39011,                0.38073,                0.49852,                0.90365,                0.91177,                0.86651,                0.93677,                0.90308,                0.91072,                0.86561,                0.93609,                0.91611,                0.23746,                0.26128,                0.38791,                0.64978,               0.006568,               0.006568,               0.006568
                    107,                 0.3902,                0.37154,                0.49789,                0.90207,                0.90962,                0.87149,                0.93837,                0.90458,                0.90883,                0.86981,                0.93716,                0.91756,                0.23709,                0.26533,                0.38279,                0.65099,               0.006535,               0.006535,               0.006535
                    108,                  0.393,                0.37523,                0.49345,                 0.9048,                0.89945,                0.86608,                 0.9356,                0.90485,                0.89945,                0.86608,                0.93458,                0.91594,                0.23824,                 0.2646,                0.38099,                0.65154,               0.006502,               0.006502,               0.006502
                    109,                0.39361,                0.38079,                0.49188,                0.90181,                0.91715,                0.85152,                  0.935,                0.90453,                0.92171,                0.84723,                0.93378,                0.91597,                0.23849,                0.26254,                0.38069,                0.65273,               0.006469,               0.006469,               0.006469
                    110,                0.39537,                0.38739,                0.50057,                0.90411,                0.89147,                0.88916,                0.93799,                0.90729,                0.89038,                0.88825,                0.93673,                0.91862,                0.23516,                0.26068,                0.37835,                0.64938,               0.006436,               0.006436,               0.006436
                    111,                0.39224,                0.37756,                 0.4922,                0.90306,                0.89402,                0.88548,                 0.9399,                0.90944,                0.89288,                0.88457,                0.93877,                0.92025,                0.23459,                0.26235,                0.38058,                0.65037,               0.006403,               0.006403,               0.006403
                    112,                 0.3897,                0.37915,                0.48983,                0.90337,                0.91733,                0.86212,                 0.9424,                 0.9113,                0.91642,                 0.8624,                 0.9412,                0.92265,                0.23688,                0.26042,                0.37049,                0.65189,                0.00637,                0.00637,                0.00637
                    113,                0.39189,                0.37913,                0.47936,                0.90355,                0.91868,                0.86165,                0.94405,                 0.9139,                0.91868,                0.86165,                0.94371,                0.92505,                0.23539,                0.25928,                 0.3663,                0.65032,               0.006337,               0.006337,               0.006337
                    114,                0.39027,                0.37015,                0.47682,                0.90417,                0.90783,                0.87639,                0.94447,                0.91541,                0.90783,                0.87639,                0.94401,                0.92634,                0.23666,                0.25899,                0.36638,                0.65127,               0.006304,               0.006304,               0.006304
                    115,                0.38368,                0.36758,                0.47951,                0.90243,                0.93945,                0.85231,                0.94141,                0.91086,                0.93945,                0.85231,                0.94064,                0.92284,                0.23801,                0.25744,                0.36891,                0.65101,               0.006271,               0.006271,               0.006271
                    116,                0.39281,                0.38897,                0.47462,                  0.904,                0.92649,                0.86935,                0.94194,                0.91395,                0.92649,                0.86935,                0.94157,                 0.9233,                0.23689,                0.25737,                0.37164,                0.64985,               0.006238,               0.006238,               0.006238
                    117,                0.38778,                0.36633,                0.47647,                0.90136,                0.92296,                0.87203,                0.94135,                0.91384,                0.92296,                0.87203,                0.94053,                0.92264,                0.23423,                0.25862,                0.37509,                0.64923,               0.006205,               0.006205,               0.006205
                    118,                0.38855,                0.37275,                0.47404,                0.90449,                0.91059,                0.88543,                0.94204,                0.91388,                0.91059,                0.88543,                0.94184,                0.92344,                0.23498,                0.25989,                0.37675,                0.65087,               0.006172,               0.006172,               0.006172
                    119,                0.38867,                 0.3728,                0.46848,                 0.9038,                0.91718,                0.87615,                 0.9409,                0.91171,                0.91718,                0.87615,                0.94006,                0.92053,                 0.2374,                0.26123,                0.37669,                0.65211,               0.006139,               0.006139,               0.006139
                    120,                0.39044,                0.37802,                0.47724,                0.90185,                0.91431,                0.87139,                0.93963,                0.91106,                0.91431,                0.87139,                0.93883,                0.92073,                0.23867,                0.26157,                0.38081,                0.65186,               0.006106,               0.006106,               0.006106
                    121,                0.38679,                0.36854,                0.46635,                0.89885,                0.90829,                0.88126,                0.94112,                0.91424,                0.90829,                0.88126,                0.94027,                0.92279,                0.23877,                0.25992,                0.37691,                0.65141,               0.006073,               0.006073,               0.006073
                    122,                0.38074,                0.36781,                 0.4616,                0.89935,                0.88787,                0.89389,                0.93946,                0.91043,                0.88787,                0.89389,                0.93862,                0.92123,                0.23843,                0.26187,                0.37488,                 0.6515,                0.00604,                0.00604,                0.00604
                    123,                0.38735,                0.37059,                 0.4601,                0.90436,                0.90134,                0.88646,                0.94006,                0.91086,                0.90134,                0.88646,                0.93912,                0.92214,                0.23661,                0.25784,                 0.3748,                0.64952,               0.006007,               0.006007,               0.006007
                    124,                0.38959,                0.37561,                0.46989,                0.90046,                0.90822,                 0.8782,                0.94216,                0.91431,                0.90822,                 0.8782,                0.94109,                0.92388,                0.23632,                0.25489,                0.37317,                0.64889,               0.005974,               0.005974,               0.005974
                    125,                0.39173,                0.37715,                0.46941,                0.90516,                0.90521,                 0.8775,                0.94334,                0.91512,                0.90521,                 0.8775,                0.94195,                0.92463,                0.23567,                0.25521,                0.37121,                0.64858,               0.005941,               0.005941,               0.005941
                    126,                0.38467,                0.37466,                0.46767,                 0.9018,                0.92218,                0.86013,                0.94193,                0.91251,                0.92218,                0.86013,                0.94126,                0.92312,                0.23531,                0.25633,                0.37359,                0.64901,               0.005908,               0.005908,               0.005908
                    127,                0.38381,                0.36894,                0.45615,                 0.9013,                0.93537,                0.84734,                0.94151,                0.91276,                0.93537,                0.84734,                0.94056,                0.92276,                0.23334,                0.25682,                0.37559,                0.64927,               0.005875,               0.005875,               0.005875
                    128,                0.38529,                0.36765,                0.46399,                 0.9025,                0.92063,                0.86225,                0.94169,                0.91372,                0.92063,                0.86225,                0.94119,                0.92311,                0.23203,                0.25752,                0.37391,                0.64922,               0.005842,               0.005842,               0.005842
                    129,                0.38513,                0.36749,                0.45652,                0.90087,                0.91326,                0.86479,                0.94176,                0.91393,                0.91326,                0.86479,                0.94131,                 0.9237,                 0.2309,                0.25748,                0.37376,                0.64858,               0.005809,               0.005809,               0.005809
                    130,                0.38408,                0.36864,                0.45385,                0.90096,                0.92199,                0.86137,                 0.9417,                0.91448,                0.92199,                0.86137,                0.94107,                0.92366,                0.22976,                0.25745,                0.37636,                0.64751,               0.005776,               0.005776,               0.005776
                    131,                0.38911,                0.38191,                0.45971,                0.90016,                0.92183,                0.86728,                0.94275,                0.91653,                0.92183,                0.86728,                0.94227,                0.92534,                0.22895,                0.25726,                0.37285,                0.64692,               0.005743,               0.005743,               0.005743
                    132,                0.38345,                0.35781,                0.44841,                0.89959,                0.90728,                0.87778,                0.94323,                0.91792,                0.90728,                0.87778,                0.94276,                0.92648,                 0.2286,                0.25739,                0.37209,                0.64602,                0.00571,                0.00571,                0.00571
                    133,                0.38336,                0.36856,                0.45021,                0.89857,                0.92237,                0.86846,                0.94355,                0.91837,                0.92237,                0.86846,                0.94242,                0.92721,                0.22684,                0.25853,                0.37177,                 0.6457,               0.005677,               0.005677,               0.005677
                    134,                0.37918,                0.36685,                0.45378,                0.89932,                0.92061,                0.87302,                0.94301,                0.91676,                0.92061,                0.87302,                0.94192,                0.92601,                0.22699,                 0.2572,                0.36901,                0.64572,               0.005644,               0.005644,               0.005644
                    135,                0.38094,                0.36426,                0.45005,                0.90121,                0.88895,                 0.9068,                0.94485,                0.91877,                 0.8887,                0.90651,                0.94364,                0.92702,                0.22689,                0.25666,                0.36766,                0.64538,               0.005611,               0.005611,               0.005611
                    136,                0.37676,                0.35856,                0.44395,                0.89912,                0.88696,                0.90644,                0.94641,                0.92047,                0.88671,                0.90615,                0.94519,                 0.9298,                0.22776,                 0.2571,                0.36433,                0.64544,               0.005578,               0.005578,               0.005578
                    137,                0.38297,                0.36668,                0.44664,                0.89769,                0.92652,                0.86453,                0.94588,                 0.9192,                0.92652,                0.86453,                0.94504,                0.92902,                0.22675,                0.25803,                0.36224,                0.64404,               0.005545,               0.005545,               0.005545
                    138,                0.38198,                0.36619,                0.44539,                0.89936,                0.93631,                0.86149,                0.94645,                0.91993,                0.93631,                0.86149,                0.94547,                0.92794,                 0.2268,                0.25981,                0.36192,                0.64348,               0.005512,               0.005512,               0.005512
                    139,                0.38062,                0.36586,                0.44695,                0.89764,                0.89206,                 0.9012,                0.94678,                 0.9203,                0.89967,                0.89114,                0.94577,                0.92897,                0.22737,                0.26094,                0.36189,                0.64367,               0.005479,               0.005479,               0.005479
                    140,                0.38412,                0.37013,                 0.4462,                0.90178,                0.88314,                0.91315,                0.94759,                0.91951,                0.88213,                0.91224,                0.94702,                 0.9294,                0.22723,                0.26021,                0.35999,                0.64318,               0.005446,               0.005446,               0.005446
                    141,                0.38356,                0.36899,                 0.4401,                0.89833,                0.89047,                0.90353,                0.94856,                0.92164,                0.92768,                0.87072,                0.94717,                0.93081,                0.22765,                0.26058,                0.36038,                0.64359,               0.005413,               0.005413,               0.005413
                    142,                0.38077,                0.36697,                0.43497,                0.90037,                0.92506,                0.87363,                0.94897,                0.92166,                0.92506,                0.87363,                0.94812,                0.93091,                 0.2283,                0.26032,                0.36118,                0.64435,                0.00538,                0.00538,                0.00538
                    143,                0.38091,                0.36138,                0.44318,                0.89855,                0.92861,                0.87537,                0.94849,                0.92036,                0.92861,                0.87537,                0.94785,                0.93067,                0.22832,                0.25991,                0.36251,                0.64497,               0.005347,               0.005347,               0.005347
                    144,                0.37931,                0.36127,                0.43247,                0.89875,                0.92272,                0.87819,                0.94837,                0.92033,                0.92337,                0.87801,                0.94766,                 0.9308,                0.22839,                0.26045,                0.36219,                 0.6452,               0.005314,               0.005314,               0.005314
                    145,                0.38164,                0.36384,                0.43996,                0.89982,                 0.9274,                 0.8768,                0.94895,                 0.9206,                 0.9274,                 0.8768,                0.94882,                0.93194,                0.22852,                0.26081,                0.36055,                0.64517,               0.005281,               0.005281,               0.005281
                    146,                0.37762,                0.36311,                0.43288,                0.89906,                0.94011,                0.86767,                0.94878,                0.92001,                0.94011,                0.86767,                0.94874,                 0.9311,                0.22822,                0.26071,                0.36104,                0.64476,               0.005248,               0.005248,               0.005248
                    147,                0.37609,                 0.3656,                0.42712,                 0.8998,                0.94167,                0.86743,                0.94791,                 0.9192,                0.94167,                0.86743,                0.94669,                0.93013,                0.22866,                0.26111,                0.36312,                0.64508,               0.005215,               0.005215,               0.005215
                    148,                0.37492,                0.36136,                0.42457,                0.89841,                0.92135,                0.88522,                 0.9476,                0.91969,                0.92135,                0.88522,                0.94639,                0.93016,                0.22817,                0.26086,                 0.3632,                0.64476,               0.005182,               0.005182,               0.005182
                    149,                 0.3802,                0.36509,                0.43413,                0.90018,                0.92409,                0.88679,                0.94772,                0.91898,                0.92409,                0.88679,                0.94637,                0.93009,                0.22814,                0.26056,                 0.3618,                0.64512,               0.005149,               0.005149,               0.005149
                    150,                0.38358,                  0.368,                 0.4324,                0.89911,                0.92561,                0.88414,                0.94834,                 0.9198,                0.92561,                0.88414,                0.94696,                0.93076,                0.22815,                0.26058,                0.36033,                0.64553,               0.005116,               0.005116,               0.005116
                    151,                0.38198,                0.36027,                0.42697,                0.90075,                0.91991,                0.88471,                0.94869,                0.92005,                0.91991,                0.88471,                0.94815,                0.93113,                 0.2286,                0.26084,                0.35931,                0.64607,               0.005083,               0.005083,               0.005083
                    152,                0.37661,                0.35828,                0.41948,                 0.8976,                0.92385,                0.88334,                0.94856,                0.91984,                0.92385,                0.88334,                0.94837,                0.93123,                0.22877,                 0.2627,                0.35826,                0.64652,                0.00505,                0.00505,                0.00505
                    153,                 0.3765,                0.36439,                0.41969,                0.89582,                0.93046,                0.87758,                0.94887,                0.92004,                0.93046,                0.87758,                0.94867,                0.93189,                0.22912,                0.26335,                 0.3577,                0.64688,               0.005017,               0.005017,               0.005017
                    154,                0.37545,                0.35522,                0.42927,                0.89693,                0.93133,                0.87905,                0.94993,                0.92105,                0.93133,                0.87905,                0.94968,                0.93279,                 0.2289,                0.26395,                0.35491,                0.64696,               0.004984,               0.004984,               0.004984
                    155,                0.37458,                0.35383,                 0.4254,                0.89738,                0.92784,                0.88069,                0.95012,                0.92144,                0.92784,                0.88069,                0.94989,                  0.933,                0.22903,                0.26532,                0.35503,                0.64721,               0.004951,               0.004951,               0.004951
                    156,                0.37724,                0.35663,                 0.4222,                0.89565,                0.91951,                0.88601,                0.95044,                0.92245,                0.91951,                0.88601,                0.94936,                 0.9326,                0.22898,                 0.2671,                0.35472,                0.64727,               0.004918,               0.004918,               0.004918
                    157,                0.37482,                0.35729,                0.42021,                0.89525,                0.92793,                0.87808,                0.95013,                 0.9221,                0.92793,                0.87808,                0.94985,                0.93225,                0.22896,                 0.2664,                0.35368,                0.64704,               0.004885,               0.004885,               0.004885
                    158,                0.37107,                0.36363,                0.41317,                0.89682,                0.93206,                0.87723,                0.95038,                0.92254,                0.93206,                0.87723,                0.94927,                0.93241,                0.22845,                0.26592,                0.35324,                0.64681,               0.004852,               0.004852,               0.004852
                    159,                0.37603,                0.36189,                0.41521,                0.90029,                0.93748,                0.87178,                0.95062,                0.92275,                0.93748,                0.87178,                0.95028,                0.93277,                0.22835,                0.26592,                0.35355,                0.64692,               0.004819,               0.004819,               0.004819
                    160,                0.37605,                0.36119,                0.42345,                 0.8979,                0.93695,                0.87368,                0.95033,                0.92224,                0.93695,                0.87368,                0.94991,                0.93228,                0.22757,                0.26624,                0.35339,                0.64651,               0.004786,               0.004786,               0.004786
                    161,                0.37282,                0.35206,                0.41472,                0.89564,                0.93883,                0.87036,                0.95052,                0.92283,                0.93883,                0.87036,                0.95007,                0.93242,                0.22686,                0.26619,                0.35271,                 0.6459,               0.004753,               0.004753,               0.004753
                    162,                0.36651,                0.35542,                 0.4094,                0.89206,                0.93759,                0.87036,                0.94986,                0.92195,                0.93759,                0.87036,                0.94948,                0.93113,                 0.2264,                0.26602,                0.35196,                0.64562,                0.00472,                0.00472,                0.00472
                    163,                0.37282,                0.35947,                0.40774,                0.89794,                 0.9341,                0.87347,                0.95071,                0.92378,                 0.9341,                0.87347,                0.95029,                0.93295,                0.22624,                0.26631,                0.35158,                0.64573,               0.004687,               0.004687,               0.004687
                    164,                0.37538,                0.35799,                0.41915,                0.89636,                0.93237,                0.87405,                0.95131,                 0.9242,                0.93237,                0.87405,                0.95085,                  0.934,                0.22611,                0.26586,                 0.3516,                0.64573,               0.004654,               0.004654,               0.004654
                    165,                0.37009,                0.35209,                0.40132,                0.89539,                0.91483,                0.88965,                0.95151,                0.92368,                0.91483,                0.88965,                0.95099,                0.93345,                0.22596,                0.26626,                 0.3518,                0.64554,               0.004621,               0.004621,               0.004621
                    166,                0.36851,                0.35439,                0.41054,                0.89623,                0.90902,                0.89991,                0.95132,                0.92464,                0.90902,                0.89991,                0.95079,                0.93423,                0.22598,                0.26632,                0.35205,                0.64547,               0.004588,               0.004588,               0.004588
                    167,                0.37249,                0.36405,                0.40896,                0.89813,                0.92171,                0.88897,                 0.9517,                0.92363,                0.92171,                0.88897,                0.95092,                0.93321,                 0.2265,                0.26592,                0.35244,                0.64564,               0.004555,               0.004555,               0.004555
                    168,                0.36923,                0.35071,                0.40522,                0.89387,                0.91252,                0.89425,                0.95186,                0.92505,                0.91252,                0.89425,                0.95108,                0.93376,                0.22621,                0.26522,                0.35189,                0.64542,               0.004522,               0.004522,               0.004522
                    169,                0.37585,                0.36086,                0.41274,                 0.8976,                0.90858,                0.90054,                0.95181,                0.92484,                0.90858,                0.90054,                0.95102,                0.93362,                0.22599,                0.26545,                0.35179,                0.64526,               0.004489,               0.004489,               0.004489
                    170,                0.37054,                0.35911,                0.40474,                0.89267,                0.90994,                0.89593,                0.95157,                0.92418,                0.90994,                0.89593,                 0.9508,                0.93328,                0.22574,                0.26526,                0.35207,                0.64528,               0.004456,               0.004456,               0.004456
                    171,                0.37011,                0.35004,                0.40168,                 0.8941,                0.91689,                  0.891,                0.95206,                0.92469,                0.91689,                  0.891,                0.95127,                0.93377,                 0.2255,                0.26554,                0.35147,                0.64536,               0.004423,               0.004423,               0.004423
                    172,                 0.3702,                0.35813,                0.39943,                 0.8928,                0.94085,                0.87014,                0.95203,                0.92464,                0.94085,                0.87014,                 0.9513,                0.93381,                0.22528,                0.26613,                 0.3516,                0.64559,                0.00439,                0.00439,                0.00439
                    173,                0.37062,                0.35239,                0.40343,                0.89701,                0.93936,                0.87294,                0.95219,                0.92493,                0.93936,                0.87294,                0.95152,                0.93421,                0.22514,                0.26662,                0.35111,                0.64566,               0.004357,               0.004357,               0.004357
                    174,                 0.3688,                0.35734,                0.40831,                0.89366,                0.90775,                0.89762,                0.95218,                0.92389,                0.90775,                0.89762,                 0.9515,                0.93408,                0.22494,                0.26611,                0.35119,                 0.6457,               0.004324,               0.004324,               0.004324
                    175,                0.36753,                0.35297,                0.39874,                0.89337,                0.90946,                0.89942,                0.95214,                0.92418,                0.90946,                0.89942,                0.95155,                0.93395,                0.22488,                 0.2658,                0.35146,                0.64565,               0.004291,               0.004291,               0.004291
                    176,                0.36947,                0.35181,                0.39786,                0.89361,                0.92799,                0.88133,                0.95243,                0.92475,                0.92799,                0.88133,                0.95175,                0.93416,                0.22454,                0.26556,                0.35128,                0.64531,               0.004258,               0.004258,               0.004258
                    177,                 0.3708,                 0.3555,                0.40386,                0.89598,                0.92533,                 0.8834,                0.95256,                0.92469,                0.92533,                 0.8834,                0.95185,                 0.9341,                0.22449,                0.26505,                0.35121,                0.64523,               0.004225,               0.004225,               0.004225
                    178,                0.36751,                0.34926,                0.39936,                0.89384,                0.92617,                0.88314,                0.95261,                 0.9255,                0.92617,                0.88314,                 0.9519,                0.93453,                 0.2243,                0.26509,                 0.3508,                0.64524,               0.004192,               0.004192,               0.004192
                    179,                 0.3634,                0.35398,                0.38937,                0.89341,                0.92607,                0.88416,                0.95265,                0.92586,                0.92607,                0.88416,                0.95193,                0.93435,                0.22434,                0.26508,                0.35066,                0.64545,               0.004159,               0.004159,               0.004159
                    180,                0.37099,                0.35117,                0.39418,                0.89505,                 0.9262,                0.88485,                0.95278,                0.92506,                 0.9262,                0.88485,                0.95208,                0.93404,                 0.2243,                0.26377,                0.35125,                0.64551,               0.004126,               0.004126,               0.004126
                    181,                0.36626,                0.34915,                0.38671,                0.89441,                0.92506,                0.88328,                0.95248,                0.92488,                0.92506,                0.88328,                 0.9518,                0.93346,                0.22456,                0.26403,                0.35131,                0.64576,               0.004093,               0.004093,               0.004093
                    182,                0.37076,                0.34784,                0.39712,                0.89667,                0.92749,                0.88187,                0.95259,                0.92479,                0.92749,                0.88187,                0.95189,                0.93369,                0.22463,                0.26395,                0.35177,                0.64592,                0.00406,                0.00406,                0.00406
                    183,                0.36219,                0.34735,                0.38458,                0.89165,                0.92769,                0.88447,                0.95271,                0.92452,                0.92769,                0.88447,                0.95202,                 0.9337,                0.22464,                0.26406,                0.35228,                0.64599,               0.004027,               0.004027,               0.004027
                    184,                0.36189,                0.35261,                0.38209,                0.89618,                0.92523,                0.88671,                0.95285,                 0.9245,                0.92523,                0.88671,                0.95228,                0.93358,                0.22479,                0.26312,                0.35209,                0.64606,               0.003994,               0.003994,               0.003994
                    185,                 0.3655,                0.34841,                 0.3923,                0.89436,                0.92437,                0.88693,                 0.9534,                0.92505,                0.92437,                0.88693,                0.95277,                 0.9342,                0.22478,                0.26328,                0.35164,                 0.6462,               0.003961,               0.003961,               0.003961
                    186,                0.36368,                0.34473,                0.39357,                0.89263,                0.92541,                0.88672,                0.95324,                0.92427,                0.92541,                0.88672,                0.95274,                0.93395,                0.22447,                0.26324,                0.35131,                0.64607,               0.003928,               0.003928,               0.003928
                    187,                0.36458,                0.34528,                0.38415,                0.89198,                0.92482,                0.88626,                0.95307,                 0.9244,                0.92482,                0.88626,                0.95258,                0.93373,                0.22414,                0.26324,                0.35079,                0.64593,               0.003895,               0.003895,               0.003895
                    188,                0.36558,                0.35517,                0.38823,                0.89152,                0.92482,                0.88708,                0.95303,                0.92492,                0.92482,                0.88708,                0.95256,                0.93376,                0.22379,                 0.2637,                0.35019,                0.64575,               0.003862,               0.003862,               0.003862
                    189,                0.36622,                0.34914,                0.38623,                0.89417,                0.92453,                0.88914,                0.95298,                0.92466,                0.92453,                0.88914,                0.95251,                0.93382,                0.22365,                0.26394,                 0.3499,                 0.6457,               0.003829,               0.003829,               0.003829
                    190,                0.36773,                0.34613,                0.38301,                0.89389,                0.92558,                 0.8893,                 0.9533,                0.92513,                0.92558,                 0.8893,                0.95282,                0.93416,                0.22354,                0.26381,                0.34917,                0.64569,               0.003796,               0.003796,               0.003796
                    191,                0.36736,                0.34773,                0.38247,                0.89284,                0.92672,                0.88899,                0.95353,                 0.9254,                0.92672,                0.88899,                0.95307,                0.93438,                0.22363,                0.26362,                0.34894,                0.64569,               0.003763,               0.003763,               0.003763
                    192,                0.36567,                0.35457,                0.38476,                0.89322,                0.92469,                 0.8898,                0.95343,                0.92533,                0.92469,                 0.8898,                0.95301,                0.93447,                0.22336,                0.26365,                0.34858,                0.64563,                0.00373,                0.00373,                0.00373
                    193,                0.36985,                0.35493,                0.38398,                0.89572,                 0.9251,                0.88801,                0.95299,                0.92404,                 0.9251,                0.88801,                0.95257,                0.93382,                0.22294,                0.26369,                0.34793,                0.64536,               0.003697,               0.003697,               0.003697
                    194,                0.36626,                0.35474,                0.37377,                 0.8923,                0.92493,                0.88792,                0.95338,                0.92539,                0.92493,                0.88792,                0.95292,                0.93453,                0.22266,                0.26379,                0.34835,                0.64524,               0.003664,               0.003664,               0.003664
                    195,                0.36522,                 0.3486,                0.37239,                0.89414,                0.92418,                0.88795,                0.95331,                0.92543,                0.92418,                0.88795,                0.95286,                0.93441,                0.22241,                0.26391,                0.34783,                 0.6451,               0.003631,               0.003631,               0.003631
                    196,                0.36174,                0.34913,                0.37696,                0.89024,                0.92478,                0.88697,                0.95318,                0.92512,                0.92478,                0.88697,                0.95274,                0.93437,                0.22237,                0.26392,                0.34811,                0.64509,               0.003598,               0.003598,               0.003598
                    197,                0.36488,                0.34458,                  0.377,                0.89204,                0.92489,                 0.8867,                0.95308,                0.92537,                0.92489,                 0.8867,                0.95263,                0.93442,                0.22242,                0.26377,                0.34874,                0.64516,               0.003565,               0.003565,               0.003565
                    198,                0.36453,                 0.3529,                0.37665,                 0.8951,                0.92562,                0.88654,                0.95356,                0.92561,                0.92562,                0.88654,                0.95282,                0.93469,                0.22226,                0.26339,                0.34924,                0.64524,               0.003532,               0.003532,               0.003532
                    199,                0.35718,                0.34162,                0.36383,                0.89025,                0.92452,                0.88671,                0.95336,                0.92529,                0.92452,                0.88671,                0.95264,                0.93464,                0.22227,                0.26324,                0.34998,                0.64533,               0.003499,               0.003499,               0.003499
                    200,                0.36435,                0.34644,                0.37005,                0.89231,                0.92421,                0.88672,                0.95339,                0.92563,                0.92421,                0.88672,                0.95266,                0.93466,                0.22204,                0.26315,                0.34987,                0.64518,               0.003466,               0.003466,               0.003466
                    201,                0.36306,                 0.3468,                0.37984,                0.89337,                0.92497,                0.88448,                0.95328,                 0.9254,                0.92497,                0.88448,                0.95256,                0.93454,                0.22204,                0.26304,                0.34982,                0.64525,               0.003433,               0.003433,               0.003433
                    202,                0.36712,                0.35678,                0.37197,                0.89222,                0.92431,                0.88479,                0.95316,                0.92503,                0.92431,                0.88479,                0.95243,                0.93468,                0.22213,                0.26297,                0.34968,                0.64544,                 0.0034,                 0.0034,                 0.0034
                    203,                0.36048,                 0.3506,                 0.3745,                0.89303,                  0.924,                0.88522,                0.95265,                0.92461,                  0.924,                0.88522,                 0.9511,                0.93408,                0.22213,                0.26391,                 0.3494,                0.64559,               0.003367,               0.003367,               0.003367
                    204,                0.35774,                 0.3434,                0.36032,                0.89096,                0.92354,                0.88776,                0.95255,                0.92483,                0.92354,                0.88776,                0.95179,                0.93412,                0.22195,                0.26418,                0.34955,                0.64556,               0.003334,               0.003334,               0.003334
                    205,                0.35577,                0.33848,                0.37124,                0.88859,                0.92187,                0.88879,                0.95252,                0.92488,                0.92187,                0.88879,                0.95171,                0.93407,                0.22177,                 0.2641,                 0.3488,                0.64554,               0.003301,               0.003301,               0.003301
                    206,                0.35284,                0.33486,                0.36642,                0.88822,                0.92229,                0.88671,                0.95257,                0.92463,                0.92229,                0.88671,                0.95096,                 0.9344,                0.22177,                0.26399,                0.34842,                0.64566,               0.003268,               0.003268,               0.003268
                    207,                0.35986,                0.34538,                0.36729,                0.89158,                0.91717,                0.89144,                 0.9526,                 0.9246,                0.91717,                0.89144,                0.95098,                0.93457,                0.22178,                0.26495,                0.34861,                0.64568,               0.003235,               0.003235,               0.003235
                    208,                0.35061,                0.33329,                0.35554,                0.89002,                0.91753,                0.89236,                0.95241,                0.92487,                0.91753,                0.89236,                0.95074,                 0.9344,                0.22156,                0.26458,                0.34872,                0.64557,               0.003202,               0.003202,               0.003202
                    209,                0.35979,                0.34618,                0.36517,                0.88971,                0.91847,                0.89201,                0.95248,                0.92501,                0.91847,                0.89201,                0.95077,                0.93442,                0.22151,                0.26455,                 0.3483,                 0.6456,               0.003169,               0.003169,               0.003169
                    210,                0.35868,                0.34269,                0.35478,                0.89001,                0.91857,                 0.8924,                0.95257,                0.92553,                0.91857,                 0.8924,                0.95106,                0.93486,                0.22137,                0.26432,                0.34831,                0.64553,               0.003136,               0.003136,               0.003136
                    211,                0.36033,                0.34514,                0.35952,                0.89164,                0.91827,                0.89334,                0.95245,                0.92565,                0.91827,                0.89334,                0.95096,                0.93488,                0.22132,                0.26423,                0.34818,                0.64558,               0.003103,               0.003103,               0.003103
                    212,                0.36263,                0.34268,                0.36738,                0.89201,                0.91798,                0.89346,                0.95241,                0.92617,                0.91798,                0.89346,                0.95091,                0.93486,                0.22117,                0.26405,                0.34771,                0.64553,                0.00307,                0.00307,                0.00307
                    213,                0.35991,                0.34477,                0.36159,                0.89201,                0.92372,                0.88356,                0.95239,                0.92628,                0.92372,                0.88356,                 0.9509,                0.93477,                 0.2212,                0.26391,                0.34795,                0.64552,               0.003037,               0.003037,               0.003037
                    214,                0.36041,                0.34707,                0.35687,                0.89039,                0.92337,                 0.8844,                0.95252,                0.92617,                0.92337,                 0.8844,                0.95105,                0.93485,                0.22107,                0.26403,                0.34805,                0.64541,               0.003004,               0.003004,               0.003004
                    215,                 0.3567,                0.34448,                0.36008,                0.88778,                0.92508,                0.88348,                0.95227,                0.92601,                0.92508,                0.88348,                0.95107,                0.93468,                0.22091,                0.26384,                0.34802,                0.64533,               0.002971,               0.002971,               0.002971
                    216,                0.35519,                 0.3458,                 0.3645,                 0.8886,                0.92575,                0.88385,                0.95206,                0.92601,                0.92575,                0.88385,                0.95068,                0.93451,                0.22078,                 0.2637,                0.34833,                0.64529,               0.002938,               0.002938,               0.002938
                    217,                0.35123,                 0.3331,                0.35017,                0.88995,                0.92577,                0.88373,                 0.9522,                0.92593,                0.92577,                0.88373,                0.95082,                0.93464,                0.22069,                0.26345,                0.34908,                0.64528,               0.002905,               0.002905,               0.002905
                    218,                0.35686,                0.34393,                0.35557,                0.89231,                0.92609,                0.88361,                0.95208,                 0.9255,                0.92609,                0.88361,                 0.9507,                0.93438,                0.22062,                0.26351,                0.34946,                0.64529,               0.002872,               0.002872,               0.002872
                    219,                0.35914,                0.33818,                 0.3596,                0.89319,                0.92637,                 0.8836,                0.95193,                0.92526,                0.92637,                 0.8836,                0.95056,                 0.9344,                0.22065,                0.26345,                0.34968,                0.64532,               0.002839,               0.002839,               0.002839
                    220,                 0.3561,                0.33625,                 0.3484,                0.89154,                 0.9265,                0.88287,                 0.9517,                 0.9256,                 0.9265,                0.88287,                0.95033,                0.93387,                0.22063,                0.26357,                0.34998,                0.64534,               0.002806,               0.002806,               0.002806
