                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     98,                0.18421,                0.19854,                0.87447,                  1.125,                0.91724,                0.89368,                0.95093,                0.91388,                0.91692,                0.89339,                0.94981,                0.92972,                0.10741,                 0.1199,                0.58197,                0.80547,              0.0068343,              0.0068343,              0.0068343
                     99,                0.18631,                0.19529,                0.86901,                 1.1219,                0.93055,                0.89138,                0.95168,                0.91453,                0.93025,                0.89109,                0.95106,                0.92934,                0.10789,                0.11931,                 0.5733,                 0.8054,              0.0068013,              0.0068013,              0.0068013
                    100,                 0.1886,                0.19535,                0.89299,                 1.1319,                0.92654,                0.90308,                0.95176,                0.91584,                0.92624,                0.90279,                0.95085,                0.92955,                0.10831,                0.11929,                  0.566,                0.80635,              0.0067683,              0.0067683,              0.0067683
                    101,                0.18637,                0.19524,                0.88297,                 1.1267,                0.92244,                0.90954,                0.95182,                0.91684,                0.92244,                0.90954,                0.95159,                0.92921,                0.10666,                 0.1181,                0.56678,                0.80045,              0.0067353,              0.0067353,              0.0067353
                    102,                 0.1845,                0.19518,                0.88115,                 1.1207,                0.92408,                0.90604,                0.95036,                0.91636,                0.92408,                0.90604,                0.94872,                0.92715,                0.10682,                0.11911,                0.57265,                0.80132,              0.0067024,              0.0067024,              0.0067024
                    103,                 0.1868,                0.19716,                0.87426,                 1.1252,                0.93465,                0.89534,                0.95159,                0.91609,                0.93465,                0.89534,                0.95089,                0.93058,                0.10795,                0.12039,                0.56481,                0.80316,              0.0066694,              0.0066694,              0.0066694
                    104,                0.18667,                0.19925,                0.87899,                 1.1281,                0.93784,                 0.9063,                0.95431,                0.92077,                0.93779,                0.90586,                0.95353,                0.93212,                0.10962,                0.12052,                0.56415,                0.80872,              0.0066364,              0.0066364,              0.0066364
                    105,                0.18859,                0.19933,                 0.8838,                 1.1296,                0.93548,                0.90164,                0.95353,                0.91822,                0.93662,                0.90134,                 0.9528,                0.93197,                0.10952,                0.12086,                0.56495,                0.80925,              0.0066034,              0.0066034,              0.0066034
                    106,                0.18616,                0.19776,                0.85789,                 1.1223,                0.92945,                0.90927,                0.95487,                 0.9205,                0.92945,                0.90927,                0.95437,                0.93435,                0.10913,                0.12069,                0.56216,                0.80739,              0.0065705,              0.0065705,              0.0065705
                    107,                0.18956,                0.19731,                0.87284,                 1.1304,                0.91974,                0.91387,                0.95361,                0.91895,                0.91907,                0.91267,                0.95261,                0.93314,                0.10914,                0.12016,                0.56162,                0.80781,              0.0065375,              0.0065375,              0.0065375
                    108,                0.18988,                0.19717,                0.86383,                 1.1313,                0.92197,                0.92208,                0.95567,                0.91966,                0.92197,                0.92208,                0.95496,                0.93601,                0.10871,                0.11944,                0.55664,                0.80744,              0.0065045,              0.0065045,              0.0065045
                    109,                0.18475,                0.19266,                0.84991,                 1.1207,                0.93523,                0.90172,                0.95503,                0.91922,                0.93523,                0.90172,                0.95459,                0.93517,                0.10798,                0.11955,                0.55511,                 0.8061,              0.0064715,              0.0064715,              0.0064715
                    110,                0.18494,                0.19669,                0.85304,                 1.1227,                0.93117,                0.90697,                 0.9567,                 0.9238,                0.93237,                0.90661,                0.95558,                 0.9371,                0.10732,                0.11939,                0.55007,                0.80399,              0.0064386,              0.0064386,              0.0064386
                    111,                0.18471,                 0.1951,                0.84822,                 1.1241,                0.92648,                  0.911,                 0.9546,                0.92154,                0.92648,                  0.911,                0.95413,                0.93456,                0.10676,                 0.1183,                 0.5558,                0.80253,              0.0064056,              0.0064056,              0.0064056
                    112,                0.18601,                0.19777,                0.85059,                 1.1245,                0.92561,                 0.9132,                0.95325,                0.92089,                0.92561,                 0.9132,                0.95279,                0.93294,                0.10567,                0.11816,                0.55347,                0.80186,              0.0063726,              0.0063726,              0.0063726
                    113,                0.18514,                 0.1964,                0.85605,                 1.1201,                 0.9362,                0.90898,                0.95347,                0.92123,                 0.9362,                0.90898,                0.95289,                  0.933,                0.10609,                0.11793,                0.55092,                 0.8018,              0.0063396,              0.0063396,              0.0063396
                    114,                0.18478,                0.19507,                0.85048,                 1.1221,                0.94425,                0.89869,                0.95476,                0.92116,                0.94425,                0.89869,                0.95408,                0.93539,                 0.1075,                0.11818,                0.56399,                0.80655,              0.0063067,              0.0063067,              0.0063067
                    115,                0.18526,                0.19357,                0.85078,                  1.127,                0.94303,                0.90212,                0.95607,                0.92266,                0.94303,                0.90212,                0.95537,                0.93617,                 0.1057,                0.11788,                0.55476,                 0.8028,              0.0062737,              0.0062737,              0.0062737
                    116,                0.18522,                0.19482,                0.83785,                 1.1233,                0.93029,                0.90528,                0.95595,                0.92297,                0.93029,                0.90528,                0.95511,                0.93509,                0.10474,                0.11712,                0.55046,                0.79786,              0.0062407,              0.0062407,              0.0062407
                    117,                0.18194,                0.19098,                0.82587,                 1.1231,                0.94419,                0.89784,                 0.9556,                0.92143,                0.94419,                0.89784,                0.95463,                0.93538,                0.10456,                0.11763,                0.55015,                0.79652,              0.0062077,              0.0062077,              0.0062077
                    118,                0.18296,                 0.1939,                0.81425,                 1.1218,                 0.9458,                0.89405,                0.95397,                0.91836,                 0.9458,                0.89405,                0.95289,                0.93324,                0.10501,                 0.1174,                 0.5549,                0.79807,              0.0061747,              0.0061747,              0.0061747
                    119,                0.18521,                0.19617,                0.82615,                 1.1223,                 0.9247,                0.91171,                0.95264,                0.91724,                 0.9247,                0.91171,                0.95194,                0.93128,                0.10544,                0.11694,                0.56324,                0.79885,              0.0061418,              0.0061418,              0.0061418
                    120,                0.18513,                0.19683,                 0.8303,                 1.1258,                0.93969,                0.90319,                0.95464,                0.91961,                0.93969,                0.90319,                0.95376,                0.93376,                0.10613,                0.11652,                0.55792,                0.80087,              0.0061088,              0.0061088,              0.0061088
                    121,                0.18388,                0.19169,                0.84921,                 1.1212,                0.94502,                0.90404,                0.95594,                0.91967,                0.94502,                0.90404,                0.95475,                0.93466,                0.10604,                0.11652,                0.55324,                 0.8036,              0.0060758,              0.0060758,              0.0060758
                    122,                0.18291,                0.19156,                0.81021,                 1.1205,                0.94069,                0.90322,                0.95628,                0.92119,                0.94069,                0.90322,                0.95508,                0.93517,                0.10548,                0.11651,                0.55085,                0.80316,              0.0060428,              0.0060428,              0.0060428
                    123,                 0.1831,                  0.194,                 0.8174,                 1.1218,                0.94312,                0.89943,                0.95687,                0.92274,                0.94312,                0.89943,                0.95526,                0.93649,                0.10417,                0.11718,                0.54761,                0.80049,              0.0060099,              0.0060099,              0.0060099
                    124,                0.18369,                 0.1906,                0.81971,                 1.1228,                0.93878,                0.90308,                0.95712,                0.92345,                0.93878,                0.90308,                0.95513,                0.93677,                0.10393,                0.11736,                0.54816,                0.79948,              0.0059769,              0.0059769,              0.0059769
                    125,                0.18523,                0.19687,                0.82378,                 1.1222,                 0.9267,                0.91282,                0.95707,                 0.9227,                 0.9267,                0.91282,                0.95516,                0.93709,                0.10501,                0.11749,                0.54712,                 0.8015,              0.0059439,              0.0059439,              0.0059439
                    126,                0.18441,                0.19719,                0.82176,                 1.1212,                0.94275,                0.90225,                0.95763,                0.92381,                0.94275,                0.90225,                0.95619,                0.93688,                0.10479,                0.11746,                0.54945,                0.79937,              0.0059109,              0.0059109,              0.0059109
                    127,                0.18253,                0.19374,                0.81783,                 1.1225,                0.92935,                0.91548,                0.95715,                0.92502,                0.93025,                0.91492,                0.95508,                0.93662,                0.10402,                  0.118,                0.55014,                0.79832,               0.005878,               0.005878,               0.005878
                    128,                0.18416,                0.19166,                0.80775,                 1.1227,                0.94219,                0.90161,                0.95544,                0.92394,                0.94219,                0.90161,                0.95423,                0.93475,                0.10377,                0.11723,                0.54389,                0.79894,               0.005845,               0.005845,               0.005845
                    129,                0.18371,                0.19312,                0.81403,                 1.1212,                0.93433,                0.90741,                0.95576,                0.92273,                0.93433,                0.90741,                0.95458,                 0.9345,                0.10338,                0.11692,                0.53775,                0.79847,               0.005812,               0.005812,               0.005812
                    130,                 0.1817,                0.19467,                0.80526,                 1.1171,                0.93724,                0.90593,                0.95512,                0.92357,                0.93724,                0.90593,                0.95432,                 0.9339,                0.10392,                0.11674,                0.54097,                0.80023,               0.005779,               0.005779,               0.005779
                    131,                0.18221,                0.19053,                0.80592,                 1.1194,                0.93401,                0.90676,                0.95511,                0.92565,                0.93401,                0.90676,                0.95427,                  0.935,                0.10405,                0.11682,                0.54418,                0.80097,              0.0057461,              0.0057461,              0.0057461
                    132,                0.18207,                 0.1942,                0.80667,                 1.1228,                0.93065,                0.90962,                0.95492,                0.92459,                0.93065,                0.90962,                0.95404,                0.93443,                0.10354,                0.11683,                0.54239,                0.80028,              0.0057131,              0.0057131,              0.0057131
                    133,                0.17979,                 0.1873,                0.80443,                 1.1176,                0.93173,                0.90831,                0.95542,                0.92423,                0.93173,                0.90831,                0.95447,                0.93607,                0.10318,                0.11723,                0.54082,                0.79972,              0.0056801,              0.0056801,              0.0056801
                    134,                0.18193,                0.18758,                 0.7969,                 1.1185,                0.93209,                0.90662,                0.95576,                0.92489,                0.93209,                0.90662,                0.95479,                0.93504,                 0.1031,                0.11786,                0.54203,                0.80063,              0.0056471,              0.0056471,              0.0056471
                    135,                0.18255,                0.19456,                0.80702,                 1.1232,                0.93959,                0.89856,                0.95591,                0.92565,                0.93959,                0.89856,                 0.9549,                0.93489,                0.10308,                0.11804,                0.54275,                0.80085,              0.0056141,              0.0056141,              0.0056141
                    136,                0.18246,                0.18989,                0.78723,                 1.1201,                0.93742,                0.90274,                0.95476,                0.92377,                0.93742,                0.90274,                0.95381,                0.93375,                0.10264,                0.11782,                0.54308,                0.80022,              0.0055812,              0.0055812,              0.0055812
                    137,                0.17925,                0.18917,                0.78643,                 1.1165,                0.94066,                0.89872,                0.95463,                0.92419,                0.94066,                0.89872,                0.95369,                0.93416,                0.10278,                0.11797,                0.54419,                0.80023,              0.0055482,              0.0055482,              0.0055482
                    138,                 0.1826,                 0.1923,                0.79396,                 1.1205,                0.93656,                0.90014,                0.95436,                0.92355,                0.93656,                0.90014,                 0.9535,                0.93317,                0.10294,                  0.118,                 0.5414,                0.80066,              0.0055152,              0.0055152,              0.0055152
                    139,                0.17868,                0.19169,                0.78697,                 1.1133,                0.92302,                0.91485,                0.95493,                0.92424,                0.92302,                0.91485,                0.95409,                0.93364,                0.10295,                0.11789,                 0.5385,                0.80088,              0.0054822,              0.0054822,              0.0054822
                    140,                0.18217,                 0.1945,                0.80055,                 1.1191,                0.93589,                0.90384,                0.95536,                0.92405,                0.93589,                0.90384,                0.95457,                0.93398,                0.10285,                0.11835,                0.53613,                0.80038,              0.0054493,              0.0054493,              0.0054493
                    141,                0.17965,                0.18963,                0.79668,                 1.1148,                0.92889,                 0.9105,                0.95599,                0.92471,                0.92889,                 0.9105,                0.95491,                0.93517,                0.10296,                0.11855,                0.53731,                0.80001,              0.0054163,              0.0054163,              0.0054163
                    142,                0.17994,                0.18616,                0.77256,                 1.1187,                0.92647,                0.91292,                0.95582,                0.92312,                0.92647,                0.91292,                 0.9546,                0.93478,                0.10265,                 0.1188,                0.53472,                0.79925,              0.0053833,              0.0053833,              0.0053833
                    143,                0.18218,                0.19318,                0.80314,                 1.1199,                 0.9295,                0.90902,                0.95618,                 0.9234,                 0.9295,                0.90902,                0.95491,                0.93504,                0.10274,                0.11883,                0.53558,                0.79897,              0.0053503,              0.0053503,              0.0053503
                    144,                0.18136,                 0.1926,                0.78529,                 1.1144,                0.93317,                0.90799,                0.95635,                0.92329,                0.93317,                0.90799,                 0.9552,                0.93512,                0.10268,                 0.1188,                0.53361,                0.79878,              0.0053174,              0.0053174,              0.0053174
                    145,                0.17821,                0.18915,                0.77749,                 1.1145,                0.93549,                0.90978,                0.95648,                0.92406,                0.93549,                0.90978,                0.95535,                 0.9352,                0.10271,                0.11877,                0.53274,                0.79923,              0.0052844,              0.0052844,              0.0052844
                    146,                0.17937,                 0.1948,                0.76795,                 1.1137,                0.93946,                0.90875,                0.95638,                0.92491,                0.93946,                0.90875,                0.95532,                 0.9352,                0.10254,                0.11868,                0.53085,                0.79898,              0.0052514,              0.0052514,              0.0052514
                    147,                0.17881,                 0.1875,                0.76414,                 1.1168,                0.93979,                0.90885,                0.95598,                0.92451,                0.93979,                0.90885,                0.95497,                0.93572,                0.10227,                0.11875,                0.53079,                0.79871,              0.0052184,              0.0052184,              0.0052184
                    148,                0.17918,                0.19035,                0.76368,                 1.1141,                0.94072,                0.90719,                0.95629,                0.92375,                0.94072,                0.90719,                0.95525,                0.93588,                 0.1022,                0.11894,                0.52936,                0.79862,              0.0051855,              0.0051855,              0.0051855
                    149,                0.18085,                0.18886,                0.77527,                 1.1214,                0.94484,                0.90351,                0.95625,                0.92163,                0.94484,                0.90351,                0.95518,                0.93624,                0.10202,                0.11911,                0.52998,                0.79779,              0.0051525,              0.0051525,              0.0051525
                    150,                0.17899,                0.18873,                0.77627,                 1.1149,                0.94551,                0.90206,                 0.9562,                0.92115,                0.94551,                0.90206,                0.95504,                0.93564,                 0.1021,                0.11917,                0.53277,                0.79785,              0.0051195,              0.0051195,              0.0051195
                    151,                0.17717,                 0.1906,                0.75607,                 1.1127,                0.93862,                0.90844,                0.95677,                0.92331,                0.93862,                0.90844,                 0.9557,                0.93616,                0.10181,                0.11908,                0.53155,                0.79706,              0.0050865,              0.0050865,              0.0050865
                    152,                0.18112,                0.18915,                0.76738,                 1.1166,                 0.9409,                0.91084,                 0.9582,                0.92519,                 0.9409,                0.91084,                0.95718,                0.93873,                0.10153,                 0.1188,                0.52849,                 0.7964,              0.0050536,              0.0050536,              0.0050536
                    153,                0.18014,                0.18857,                0.76836,                 1.1155,                0.94053,                0.91353,                0.95865,                0.92521,                0.94053,                0.91353,                0.95753,                0.93907,                 0.1011,                0.11844,                0.52178,                0.79539,              0.0050206,              0.0050206,              0.0050206
                    154,                0.17774,                0.18802,                0.75672,                 1.1132,                0.93704,                0.91713,                0.95884,                0.92663,                0.93704,                0.91713,                 0.9578,                0.93897,                0.10097,                 0.1184,                0.51825,                0.79474,              0.0049876,              0.0049876,              0.0049876
                    155,                0.17825,                0.19384,                0.75284,                 1.1135,                0.93695,                0.91921,                0.95907,                0.92572,                0.93695,                0.91921,                0.95804,                0.93968,                0.10111,                 0.1184,                0.51677,                0.79455,              0.0049546,              0.0049546,              0.0049546
                    156,                0.18005,                0.18915,                0.76103,                  1.118,                0.93768,                 0.9172,                 0.9594,                0.92583,                0.93768,                 0.9172,                0.95835,                0.93931,                  0.101,                0.11851,                0.52019,                0.79453,              0.0049216,              0.0049216,              0.0049216
                    157,                0.17823,                0.19032,                0.75064,                 1.1134,                0.93776,                0.91771,                0.96003,                0.92592,                0.93776,                0.91771,                0.95891,                0.93974,                0.10114,                0.11846,                0.51985,                0.79464,              0.0048887,              0.0048887,              0.0048887
                    158,                0.17873,                0.18359,                0.74542,                 1.1162,                0.93805,                0.91877,                0.95998,                0.92744,                0.93805,                0.91877,                0.95888,                0.93969,                0.10133,                0.11836,                0.52017,                0.79507,              0.0048557,              0.0048557,              0.0048557
                    159,                0.17868,                0.18911,                0.75873,                 1.1167,                0.93833,                0.91844,                0.95998,                0.92746,                0.93833,                0.91844,                0.95884,                 0.9393,                0.10153,                0.11824,                0.51951,                0.79564,              0.0048227,              0.0048227,              0.0048227
                    160,                0.17951,                0.19115,                0.74349,                 1.1138,                0.93655,                0.91829,                0.95972,                0.92691,                0.93655,                0.91829,                0.95859,                0.93911,                 0.1016,                0.11819,                 0.5205,                0.79623,              0.0047897,              0.0047897,              0.0047897
                    161,                0.17682,                0.18623,                0.73545,                 1.1116,                0.93877,                0.91592,                0.95971,                0.92849,                0.93877,                0.91592,                0.95858,                0.93976,                0.10152,                 0.1182,                0.51923,                0.79616,              0.0047568,              0.0047568,              0.0047568
                    162,                 0.1769,                0.18799,                0.74073,                  1.113,                 0.9386,                0.91753,                0.95991,                0.92852,                 0.9386,                0.91753,                0.95879,                0.93998,                0.10151,                0.11809,                0.51896,                0.79603,              0.0047238,              0.0047238,              0.0047238
                    163,                0.17788,                0.18869,                0.73545,                 1.1139,                0.94286,                0.91447,                0.95982,                 0.9278,                0.94286,                0.91447,                0.95867,                0.93981,                0.10155,                0.11811,                0.51812,                0.79611,              0.0046908,              0.0046908,              0.0046908
                    164,                0.17729,                0.18523,                0.73195,                 1.1115,                0.94278,                0.91202,                0.95967,                0.92814,                0.94278,                0.91202,                0.95853,                0.93971,                0.10153,                0.11808,                0.51831,                0.79615,              0.0046578,              0.0046578,              0.0046578
                    165,                0.17946,                0.18974,                0.74076,                 1.1182,                0.94515,                0.91223,                0.95937,                0.92886,                0.94515,                0.91223,                0.95822,                0.93963,                0.10146,                0.11807,                0.51927,                0.79597,              0.0046249,              0.0046249,              0.0046249
                    166,                0.17925,                0.18825,                0.73945,                 1.1151,                 0.9344,                0.91986,                0.95893,                0.92792,                 0.9344,                0.91986,                0.95778,                0.93914,                0.10139,                0.11774,                0.51942,                0.79584,              0.0045919,              0.0045919,              0.0045919
                    167,                0.17756,                0.18463,                0.73772,                 1.1143,                0.93644,                0.91648,                0.95827,                0.92826,                0.93644,                0.91648,                0.95712,                0.93885,                0.10146,                0.11756,                0.52105,                0.79603,              0.0045589,              0.0045589,              0.0045589
                    168,                 0.1763,                0.18928,                0.73762,                 1.1139,                0.93724,                0.91576,                 0.9581,                0.92756,                0.93724,                0.91576,                0.95694,                0.93835,                0.10157,                0.11741,                 0.5213,                0.79605,              0.0045259,              0.0045259,              0.0045259
                    169,                0.17735,                0.19151,                0.74328,                 1.1148,                0.93693,                 0.9168,                0.95817,                0.92708,                0.93693,                 0.9168,                  0.957,                0.93793,                0.10165,                0.11714,                0.52118,                 0.7961,               0.004493,               0.004493,               0.004493
                    170,                0.17758,                0.18713,                 0.7304,                 1.1144,                0.93805,                0.91585,                0.95832,                0.92646,                0.93805,                0.91585,                0.95717,                0.93815,                0.10174,                0.11707,                0.52127,                0.79632,                0.00446,                0.00446,                0.00446
                    171,                0.17659,                0.18538,                0.73418,                 1.1147,                0.93834,                 0.9156,                0.95833,                0.92788,                0.93834,                 0.9156,                 0.9572,                0.93875,                0.10162,                0.11719,                0.51938,                0.79619,               0.004427,               0.004427,               0.004427
                    172,                0.17684,                0.18622,                0.74558,                 1.1133,                0.93757,                0.91718,                0.95789,                0.92717,                0.93757,                0.91718,                0.95677,                0.93842,                0.10147,                0.11715,                0.51915,                 0.7959,               0.004394,               0.004394,               0.004394
                    173,                0.17666,                0.18875,                0.74105,                  1.111,                0.93529,                0.91802,                0.95804,                0.92708,                0.93529,                0.91802,                0.95688,                0.93915,                0.10129,                0.11712,                0.51885,                0.79557,               0.004361,               0.004361,               0.004361
                    174,                0.17457,                0.18569,                0.72515,                 1.1107,                 0.9351,                0.91757,                0.95789,                0.92727,                 0.9351,                0.91757,                0.95672,                0.93868,                0.10121,                0.11703,                0.51939,                0.79556,              0.0043281,              0.0043281,              0.0043281
                    175,                 0.1758,                0.18745,                0.73244,                 1.1132,                0.93164,                0.91947,                0.95789,                0.92747,                0.93164,                0.91947,                 0.9567,                0.93876,                0.10125,                0.11708,                0.51915,                0.79561,              0.0042951,              0.0042951,              0.0042951
                    176,                0.17602,                0.18412,                0.72971,                 1.1118,                0.93394,                0.91789,                0.95748,                0.92723,                0.93394,                0.91789,                0.95625,                0.93832,                0.10121,                0.11719,                0.51992,                0.79558,              0.0042621,              0.0042621,              0.0042621
                    177,                0.17695,                0.19055,                0.72992,                 1.1113,                0.93591,                0.91642,                0.95738,                0.92702,                0.93591,                0.91642,                0.95611,                0.93841,                0.10124,                0.11721,                0.52049,                0.79571,              0.0042291,              0.0042291,              0.0042291
                    178,                0.17693,                0.18567,                0.71931,                 1.1126,                0.93688,                  0.915,                0.95716,                0.92655,                0.93688,                  0.915,                0.95592,                0.93861,                0.10125,                0.11736,                0.52135,                0.79568,              0.0041962,              0.0041962,              0.0041962
                    179,                0.17691,                0.18711,                0.72534,                  1.113,                  0.937,                0.91501,                0.95627,                0.92598,                  0.937,                0.91501,                0.95499,                 0.9375,                 0.1014,                0.11752,                0.52276,                 0.7959,              0.0041632,              0.0041632,              0.0041632
                    180,                0.17804,                0.18948,                0.71481,                 1.1125,                0.93782,                0.91503,                0.95572,                0.92564,                0.93782,                0.91503,                0.95441,                0.93671,                0.10145,                0.11755,                 0.5235,                0.79587,              0.0041302,              0.0041302,              0.0041302
                    181,                0.17418,                0.18168,                0.71345,                 1.1114,                0.93796,                 0.9149,                0.95587,                0.92561,                0.93796,                 0.9149,                0.95457,                  0.937,                0.10155,                0.11765,                0.52262,                0.79604,              0.0040972,              0.0040972,              0.0040972
                    182,                0.17384,                0.18344,                 0.7206,                 1.1098,                0.93869,                0.91423,                 0.9556,                0.92494,                0.93869,                0.91423,                0.95431,                0.93652,                0.10163,                0.11766,                0.52317,                0.79601,              0.0040643,              0.0040643,              0.0040643
                    183,                0.17455,                0.18868,                 0.7196,                 1.1113,                0.93931,                0.91391,                0.95547,                0.92495,                0.93931,                0.91391,                0.95419,                0.93615,                0.10165,                0.11772,                0.52354,                0.79586,              0.0040313,              0.0040313,              0.0040313
                    184,                0.17475,                0.18122,                0.70869,                   1.11,                0.93915,                0.91382,                0.95549,                0.92493,                0.93915,                0.91382,                 0.9542,                0.93595,                0.10168,                0.11777,                0.52278,                0.79589,              0.0039983,              0.0039983,              0.0039983
                    185,                0.17429,                0.18601,                0.70919,                  1.106,                0.94042,                0.91296,                0.95558,                0.92537,                0.94042,                0.91296,                0.95429,                0.93615,                0.10164,                0.11779,                0.52322,                0.79579,              0.0039653,              0.0039653,              0.0039653
                    186,                0.17588,                0.18442,                0.71221,                 1.1128,                0.93898,                 0.9133,                0.95572,                0.92486,                0.93898,                 0.9133,                0.95442,                0.93561,                0.10159,                0.11775,                0.52321,                0.79555,              0.0039324,              0.0039324,              0.0039324
                    187,                0.17511,                0.18518,                0.69859,                 1.1095,                0.93697,                0.91551,                0.95567,                0.92525,                0.93697,                0.91551,                0.95441,                0.93621,                0.10152,                0.11775,                0.52349,                0.79528,              0.0038994,              0.0038994,              0.0038994
                    188,                0.17476,                0.18467,                0.70236,                 1.1081,                0.93405,                0.91753,                0.95588,                0.92543,                0.93405,                0.91753,                0.95478,                0.93654,                0.10147,                0.11777,                0.52436,                0.79512,              0.0038664,              0.0038664,              0.0038664
                    189,                0.17458,                0.18541,                0.69807,                 1.1107,                0.93275,                0.91894,                0.95573,                0.92527,                0.93275,                0.91894,                0.95465,                0.93653,                0.10134,                0.11766,                0.52352,                0.79488,              0.0038334,              0.0038334,              0.0038334
                    190,                0.17548,                0.18922,                0.70028,                 1.1087,                0.93316,                0.91909,                0.95493,                 0.9246,                0.93316,                0.91909,                0.95387,                0.93596,                0.10124,                0.11768,                 0.5231,                0.79469,              0.0038004,              0.0038004,              0.0038004
                    191,                0.17544,                0.18738,                 0.7051,                 1.1099,                0.93505,                0.91665,                0.95576,                 0.9254,                0.93505,                0.91665,                0.95478,                0.93688,                0.10117,                0.11758,                0.52303,                0.79455,              0.0037675,              0.0037675,              0.0037675
                    192,                0.17381,                0.18761,                0.70522,                 1.1082,                0.93521,                0.91696,                0.95576,                0.92489,                0.93521,                0.91696,                0.95477,                0.93668,                0.10111,                0.11751,                0.52216,                0.79439,              0.0037345,              0.0037345,              0.0037345
                    193,                0.17335,                 0.1841,                 0.6946,                 1.1073,                0.93506,                0.91707,                0.95569,                0.92464,                0.93506,                0.91707,                0.95486,                0.93655,                0.10099,                0.11749,                0.52288,                  0.794,              0.0037015,              0.0037015,              0.0037015
                    194,                0.17548,                0.18571,                0.69722,                 1.1097,                0.93545,                0.91589,                 0.9556,                 0.9246,                0.93545,                0.91589,                0.95478,                0.93645,                0.10102,                0.11748,                0.52301,                0.79389,              0.0036685,              0.0036685,              0.0036685
                    195,                0.17398,                0.18484,                0.69782,                  1.111,                0.93514,                0.91714,                0.95567,                0.92446,                0.93514,                0.91714,                0.95485,                 0.9366,                0.10097,                0.11725,                0.52199,                0.79379,              0.0036356,              0.0036356,              0.0036356
                    196,                0.17435,                0.18367,                0.68492,                 1.1077,                  0.935,                0.91715,                0.95561,                0.92436,                  0.935,                0.91715,                0.95504,                0.93666,                0.10092,                 0.1174,                0.52165,                 0.7937,              0.0036026,              0.0036026,              0.0036026
                    197,                0.17368,                0.18887,                0.69574,                  1.108,                0.93463,                0.91686,                0.95556,                0.92439,                0.93463,                0.91686,                0.95473,                0.93658,                 0.1009,                0.11738,                0.52118,                0.79357,              0.0035696,              0.0035696,              0.0035696
                    198,                0.17202,                0.18157,                 0.6921,                 1.1071,                 0.9359,                0.91614,                 0.9557,                0.92473,                 0.9359,                0.91614,                0.95511,                0.93676,                 0.1009,                0.11731,                0.52023,                0.79348,              0.0035366,              0.0035366,              0.0035366
                    199,                0.17116,                0.18175,                0.68226,                 1.1045,                0.93769,                0.91419,                0.95575,                0.92484,                0.93769,                0.91419,                0.95514,                0.93668,                 0.1008,                0.11727,                0.51975,                0.79315,              0.0035037,              0.0035037,              0.0035037
                    200,                0.17224,                0.18303,                0.68027,                 1.1052,                0.93947,                0.91266,                0.95582,                0.92523,                0.93947,                0.91266,                0.95517,                0.93678,                0.10071,                0.11727,                0.51875,                0.79283,              0.0034707,              0.0034707,              0.0034707
                    201,                0.17177,                0.17989,                0.69064,                 1.1067,                 0.9401,                0.91261,                0.95606,                0.92571,                 0.9401,                0.91261,                 0.9554,                0.93714,                0.10059,                0.11732,                0.51753,                0.79267,              0.0034377,              0.0034377,              0.0034377
                    202,                0.17459,                0.17922,                0.69403,                 1.1071,                0.94033,                0.91272,                0.95608,                0.92589,                0.94033,                0.91272,                0.95541,                0.93741,                0.10055,                0.11729,                 0.5174,                0.79267,              0.0034047,              0.0034047,              0.0034047
                    203,                0.17325,                0.18379,                0.68482,                 1.1085,                0.94085,                0.91133,                 0.9562,                0.92601,                0.94085,                0.91133,                0.95553,                0.93795,                0.10044,                 0.1173,                0.51809,                0.79247,              0.0033718,              0.0033718,              0.0033718
                    204,                0.17397,                0.18547,                0.68139,                 1.1108,                0.94014,                0.91135,                0.95632,                0.92628,                0.94014,                0.91135,                0.95564,                0.93792,                0.10038,                0.11732,                0.51825,                0.79222,              0.0033388,              0.0033388,              0.0033388
                    205,                0.17513,                 0.1865,                 0.6909,                 1.1065,                0.93332,                0.91747,                0.95642,                0.92636,                0.93332,                0.91747,                0.95573,                0.93805,                0.10027,                0.11729,                  0.518,                0.79192,              0.0033058,              0.0033058,              0.0033058
                    206,                0.17311,                0.18455,                0.67581,                  1.107,                0.93152,                0.92054,                0.95641,                0.92678,                0.93152,                0.92054,                0.95572,                0.93804,                0.10024,                 0.1173,                0.51773,                0.79178,              0.0032728,              0.0032728,              0.0032728
                    207,                0.17068,                0.18064,                0.67233,                 1.1028,                0.93152,                0.92057,                0.95671,                0.92732,                0.93152,                0.92057,                0.95602,                0.93837,                0.10024,                0.11729,                0.51786,                0.79174,              0.0032399,              0.0032399,              0.0032399
                    208,                0.17123,                0.18073,                 0.6724,                 1.1046,                0.93101,                0.92069,                0.95659,                0.92742,                0.93101,                0.92069,                0.95591,                 0.9383,                 0.1002,                0.11726,                0.51801,                0.79164,              0.0032069,              0.0032069,              0.0032069
                    209,                0.17265,                0.18272,                0.67079,                 1.1056,                0.93534,                 0.9181,                0.95671,                0.92702,                0.93534,                 0.9181,                0.95602,                0.93852,                0.10021,                0.11725,                0.51796,                 0.7916,              0.0031739,              0.0031739,              0.0031739
